,name,year,artist,lyric,,
3534,Totalmente mujer,,Nelson Pilosof,"La ternura llegó al mundo cuando Dios creó la mujer, la dotó de verbo profundo para ayudarnos a querer.  Sensibilidad y fantasía tienen rostro de mujer. Creatividad, miradas y alegría nos hacen conmover.  En esa tenue fragilidad abreva tu fuerza... mujer, desplegada con bondad en la esencia de tu ser.  Con luz de alborada nace la criatura mujer, de mañana iluminada juega la niña a crecer.  Como imán al mediodía seduce la mujer amante, concibe de tarde energía entraña de madre radiante.  Madurez joven con pasión es mujer de atardecer, conserva fresca vibración y arte de estremecer.  Armonía de noche serena es la abuela mujer, recuerdos de vida plena y familia para querer.   (Recitado final) Frágil, fuerte, tierna, seductora y enérgica, maternal, madura apasionada y serena, carnal y espiritual, eres todo esto, eres mucho más, eres... totalmente mujer.",,
3535,Toulouse,,Hernán Genovese,"Rosa en la distancia que te viera brillar desde un sucio Peugeot duraba aquella tarde tu luz de arrebol lejana como un sueño de cantor. Yo andaba sin fichas ni aprontes ni filo pa un vino rosé, borracho sin alcohol, como quien vuelve de un amor que aún no llegó y ya se fue.  Hay que enamorarse sin razón cuando se encapricha el corazón, encontrarse sin querer en Canon D’Arcole esquina Gardel. Quién me viera andando por Toulouse bajo un cielo igual al de Lanús… Con un tango en el ojal la rosa de Francia me abrió su rosal.  Fijo en la mirada del poeta el río es un viejo pintor con algo en su paleta de Homero y Van Gogh, Garona y más allá la inundación. Sediento bebí su paisaje con lenta emoción de juglar cenando sobre un puente con el pan de la amistad y un frasco de foie de canard.",,
3536,Trago amargo,1925,Julio Navarrine,"Arrímese al fogón, viejita, aquí a mi lado y ensille un cimarrón para que dure largo; atráquele esa astilla, que el fuego se ha apagado, revuelva aquellas brasas y cebe bien amargo; alcance esa guitarra de cuerdas empolvadas, que tantas veces ella besó su diapasón,  y arránquele esa cinta, donde la desalmada bordó, con sus engaños, mi gaucho corazón.  ¿Usted lo recuerda, madrecita santa, cómo la quería, cómo yo la amé? ¡Que he dado mi vida, mi daga y mi manta!... Y, sin embargo, madre, la ingrata se fue... Apague esa leña, que mi vista daña... Los ojos me lloran... Yo no sé por qué... Pues quiero olvidarla, ahogándome en caña, y quiero estar cerca, cerquita de usted...  No llore, madrecita, no aumente más mi pena y séquese esas lágrimas que me hacen tanto mal…  Y cébeme otro amargo... Y ponga yerba buena que, mientras, yo a la caña le pongo otro bozal... Después, cuando la noche envuelva los bañados y se oiga, allá, a lo lejos, el toque de oración, inclínese a la Virgen de los Desamparados y a mi pobre guitarra colóquele un crespón...",,
3537,Traicionera,,Luis Garros Pe,"Un ciego con una piba limosna pidiendo va rascando el viejo una viola y tarareando un gotán. La piba con voz tristona acompaña a su patrón la copla que el viejo gime y que dice esta canción:  Vivir es morirse, soñando mentiras. Vivir es un sueño que cuesta la vida. Vivir sin querer, es vivir sin amor, es irse muriendo de pena y dolor.  Y canta, cantando recorren los barrios soñando quimeras para un porvenir al tiempo que el cobre sonando al caer despierta al cieguito que está por dormir.  De tanto cantar la copla la piba bien la aprendió. Y amuró al pobre cieguito por un mal hombre de amor Y hoy triste por esos mundos recuerda a su buen patrón que abandonó traicionera por aquella cruel canción…  Cantando milongas la pobre chiquita hoy pide a los hombres una limosnita y evoca el recuerdo de aquella canción que un día aprendiera de su buen patrón…  Vivir es morirse, soñando mentiras. Vivir es un sueño que cuesta la vida. Vivir sin quereres, es vivir sin amor, es irse muriendo de pena y dolor..",,
3538,Traiciones,,Luis Torres Rojas,"Hay veces que en la vida más vale hacerse el ciego para no ver traiciones que herirán sentimientos y moral.  Ya nada es como antes, cada cual tiene su precio, traiciona la confianza y amistad que se brinda alguna vez.  No espero, gratitudes ni premisas mi perro agradece mucho más, nunca creo en promesas, ni cumplidos, ni sonrisas que las hienas también ríen mientras comen su botín. Nunca espero mucho más.  Hay veces que en la vida más vale hacerse el ciego para no ver traiciones que herirán sentimientos y moral.  Ya nada es como antes, cada cual tiene su precio, traiciona la confianza y amistad que se brinda alguna vez.  Todo, hoy se compra con dinero. No existe, ni justicia ni amistad. La avaricia es tan fuerte que no tiene miramientos. Ya no importa a quien se afane, sin respeto ni moral. Maldito, el hombre que confía en el hombre, eso ya no es cosa mía, en la Biblia escrito está.",,
3539,Traiga otra caña,,Alberto Novión,"Traiga otra caña quemada que tengo seco el garguero, porque si me acuerdo de ella de pena y rabia me muero. Traiga caña con pimienta para un hombre que lloró, para poder ir ahogando las penas que siento yo.  Yo no creo en los amores, ni en hombría, ni en placeres, ni en ruego de mujeres, ni en la palabra de honor. Pa’ mí no tiene la vida nada que valga la pena, cuando se pierde pa’ siempre la madre, la madre buena.  Siga llenando mi copa, sin mezquinarle, pulpero, para emborrachar dolores lo que me sobra es dinero. Traiga caña, mucha caña, que pa’ mí todo acabó, para que quiero la vida si mi viejita murió.",,
3540,Trampa,,Cátulo Castillo,"En carpetas de cien timbas, te copé las paradas de una suerte que se da, y en la trampa de tus naipes, me encerré jugando a ""suerte y verdad""... Piques rojos en tus uñas de ilusión, rojo trébol en tu boca de carmín, y en tu pecho, negro, negro, un corazón que me negaste por fin...  Trampas donde esperé buenas que no se dan. Cartas que ya quemé en la hoguera que enciende la espera... Negros ojos de mal, para el blanco tul de mi fe, que velaba en tus artes, la trampa que fue como un arco tendido, fatal...  Barajando cien engaños, te creí, y hoy, te ofrezco mis mentiras, sin creer... Si a la luz de mi confianza yo perdí, con sombras, te ganaré... Ya no valen los colores de ilusión que pintaban tus encantos de mujer. Porque tengo, negro, negro, el corazón, sé que no puedo perder...",,
3541,Tranco a tranco,,Juan Andrés Caruso,"Por un capricho me abandonaste sin hacer caso de mi dolor y desde entonces fue triste suerte la que el destino te deparó. Pronto te viste ya abandonada, rota, por siempre, toda ilusión, vas tranco a tranco, vendiendo amores llevándote un vacío dentro del corazón.  Tranco a tranco por las calles, tu vida irá pasando, tu lindo amor... sin que en tu largo camino ninguna mano amiga puedas encontrar. Tus negros ojos no tienen aquella alegre expresión, hoy miran tristes y fríos llenos de desolación.  Vos a mí lado eras muy dichosa nada conmigo te hacia faltar y pretendiste vender las alas porque quisiste alto volar. Pero la vida fue el torbellino pronto te hizo precipitar y así caíste en el vacío sin que nadie ya te pueda jamás levantar.  Y te vas muy solitaria porque tu alma no encuentra ya más amor y tu vida, tranco a tranco, se va por la pendiente del más cruel dolor. Tus negros ojos no tienen aquella alegre expresión, hoy miran tristes y fríos llenos de desolación...",,
3542,Tranquilo viejo tranquilo,,Ivo Pelay,"Todo el mundo la dispara, se atropella y no repara que está haciendo un disparate. Todos gritan, aceleran y parece que tuvieran refucilos en el mate. Es un siglo de aspirinas, surmenages y de locos y a los que no están piantados, se ve que les falta poco. Si tenés muchos problemas y buscás la solución, no te aflijas, andá a Vieytes, porque en Vieytes dan razón.  Tranquilo y a no agitarse, es peligroso desesperarse. La vida es corta y el pasarla a té de tilo, preocupada y con estrilo me parece que es atroz. Tranquilo, viejo, tranquilo, y al final, primero vos.  No te apures Timoteo si te rajan del empleo y te dejan ambulante. Y si tu mujer berrea o tu suegra te pelea, vos mandate un buen calmante. Si la vida está muy cara o te están acogotando, no te apartes de la huella aunque vengas patinando. Suprimí las disparadas y acercate a la razón, sofrenate y acordate que tenés un corazón.",,
3543,Trapito,,Eugenio Cárdenas,"Cuando en las horas de ansiosa calma busca que su alma tenga emoción, veo en tus ojos de desconsuelo los negros velos de tu ilusión. Pasan las horas su paso lento triste y pensando tu porvenir la vi mostrando su sacrificio entre el bullicio del Tabarís.  Se ve que en todo su pasado, la gloria de su lado muy pronto se alejó, se ve en su cara demacrada la huella de una pena que dice su dolor. Ya nadie al verla piensa que llora, la fe ya perdida, de todo su amor, ya nadie sabe que su ternura entró a la amargura que nunca sucedió.  Todos escuchan de su abatido pecho el gemido de su aflicción, pero ninguno ve que su llanto rompe el encanto de su ilusión. En vano espera paz y ventura, ya no fulgura su esplendidez... es flor marchita, flor deshojada, que hacia la nada va en su vejez.  Sabe que ya no es más Trapito, la bella que a su hijito amó con ciega fe, todo el destino ha destrozado su amor lo más sagrado, su encanto de mujer. Como una rama que arrastra el viento la llevó el tormento con todo su ser, cuando la miro pienso en los días que ha sido alegría en el Salón Dorée...",,
3544,Trapo Viejo,,Benjamín Tagle Lara,"Yo soy Trapo Viejo, así se me nombra, yo soy una sombra del guapo que fue; y al oír de las gentes decirme: ¡canejo! ahí va Trapo Viejo, ¡me da no sé qué! Y ayer cuando firme mi brazo se alzaba y a perdida echaba mi vida, un querer, se oyó a muchos guapos allá en la ribera, decir con Contrera no van a poder.  Los años pasaron, tan pronto se fueron, mis bríos cayeron mi fama también y hoy sólo el recuerdo de aquellas hazañas, se mezcla entre cañas en un almacén. Allí donde triste guitarra rezonga la vieja milonga que entona un cantor. Y, al traer en sus versos mi triste recuerdo, a solas me muerdo con hondo rencor.  Yo soy Trapo Viejo, así se me nombra, yo soy una sombra del guapo que fue; y al oír de las gentes decirme: ¡canejo! ahí va Trapo Viejo, ¡me da no sé qué! Quién sabe mañana si el recuerdo queda los taitas en rueda comenten mi haber, y haciendo mi historia, se escuche, ¡canejo! decir Trapo Viejo fue el guapo de ayer.",,
3545,Tras cartón,1929,Santiago Adamini,"Me citaste la otra noche, ansioso por verte fui. Te busqué, te esperé mucho; lo cierto es que no te vi. Entonces bien convencido que verte ya no podría, me dije: ""Será otro día"", y me fui pensando en ti.  Yo me dije: ""Es seguro que algo grave le ha pasado porque ella nunca ha faltado, siempre bien supo cumplir"". ¡Qué noche, cuánto sufrir! Así llegó el nuevo día, busqué verte y saber algo pero no lo conseguí.  Al cabo de algunos días, una carta recibí en la que vos me decías, en pocas líneas, así: ""Te ruego que me perdones. Engañándote venía con otro amor que tenía... Para siempre a él me uní.  Tomé dos cartas de un naipe después de haberlas marcado, las mezclé bien con cuidado para mi suerte jugar. Pronto pude comprobar que tu contra se había dado, tras cartón habías quedado, lo demás lo sabés ya"".",,
3546,Tras el humo,1979,Nito Farace,"Alguna vez lloraré aquel... ¡tu amor!... que se quedó tras el humo de un adiós... Nadie sospecha que allí, mi corazón empecinado, negó tu decisión... Los años pasan y tú nunca sabrás lo que es vivir sin tu fe y comprender: (1) ¡Que mis hijos no te dirán... ¡mamá!... ¡Que mi brazo no te protegerá!... ¡Y al fin serás para mí... otra canción!...  (1) (Para mujer): ¡Que tus no me dirán!... ¡mamá!... ¡Que tu brazo no me protegerá!... ¡Y al fin serás para mí... otra canción!...",,
3547,Tras tu antifaz,1955,Eduardo Escaris Méndez,"Era una tarde de primavera bajo el techado de un rosedal cuando juraste por vez primera que no me irías a traicionar. Yo te creía pura y sincera y un beso fuerte me dio en dudar, cuando apartando tus rojos labios noté una mueca de falsedad.  Yo te quería con todo el alma, yo te adoraba sin precisar que esa mentira que tú ocultabas era una burla tras tu antifaz. Pero soy hombre y ante tu orgullo jamás mi frente yo he de inclinar, porque me sobra coraje y alma si así me viera frente a un rival.  Sólo a mis padres respeto y amo yo por polleras no sé llorar, lloran los maulas, los cobardones, esos que viven sin trabajar. Pero si un día triste volvieras y ante mi madre te veo llorar, si así lo quiere mi santa madre, sólo en la frente te he de besar.",,
3548,Tras un pálido telón,,Mariano Pini,"Perderme fue mi costumbre, herirme fue mi comedia. Mi paso quedaba sin vos, ahogado en el regreso.  Quitarla fue un espejismo, ¡lo muerto vive en la sangre cruzando mil bares me fui de cara hasta el infierno, amor!  La calle es una historia sin andar si el viento que anda por la sed suelta pichones en mi herida, va doliendo el cielo del alcohol, ¡tras su pálido telón está la vida! La noche va explicando lo que fui y hasta las cosas que perdí me están lloviendo en todas partes, va cavando tumbas el ayer, ¡y en el pozo de mi piel se hundió tu adiós!  Seguirla fue andar pisando racimos de estrellas viejas. Los perros aullaban, sin paz, jugando con mis huesos.  ¡Mi sangre lo espera todo! Los hombres no sabe nada, y el viento desangra tu voz, que duele en mi cansancio, amor.",,
3549,Trasnochado,2006,Adela Balbín,"Más allá de un más acá, que se demora; pulsa en el ahora, por lo que vendrá; ignorando que en el mundo del revés hacen los traspiés… La realidad.  Más allá de un horizonte agonizante, corre hacia adelante, para regresar… Es un milonguero trasnochado en la pista, abroquelado, …quiere bailar.  Baila acompasado, sin fatiga ni reposo; baila para rescatar algunos pocos, locos, sueños rotos y su deseo de amar; marcas de una sangre, afiebrada, que le grita y lo apura a milonguear… Vive en cada abrazo, aunque sea ficción …tres minutos… de pasión.  La ciudad lo fagocita, acorralado, por cada costado de su humanidad; engrillado a este XXI demencial que da hiel por miel, en flor del mal.  Marioneta de un destino en camiseta, burda profecía de mediocridad; salva su inocencia, mansamente, al surcar el tibio vientre de aquel salón.  Baila acompasado, sin fatiga ni reposo; baila para rescatar algunos pocos, locos, sueños rotos y su deseo de amar; marcas de una sangre, afiebrada, que le grita y lo apura a milonguear… Vive en cada abrazo, aunque sea ficción …tres minutos… de pasión.",,
3550,Trasnochando,1942,Santiago Adamini,"Trasnochando, como todo calavera que no ve lo que le espera, que no sabe donde va, rechazaba tus consejos, buen amigo, casi fuimos enemigos por decirme la verdad.  Siempre fueron mis mejores compañeros los muchachos milongueros jugadores y algo más. Y con ellos noche a noche derrochaba, entre copas, baile y farra, esta vida que se va.  Trasnochando conocí la mujer que vos sabés, no quisiera repetir lo que anoche te conté. Todo, todo lo perdí, sólo de ella conservé esa foto que está allí y que ya no quiero ver. Vos que todo lo sabés, mañana si es que venís, esa foto la guardás, la tirás o la rompés, para mí lo mismo da, vos hacé lo que querés, no la quiero más mirar, ni pensar como ella fue.  Siempre llegan, en mis noches de desvelo, tus palabras de consuelo a aliviar mi soledad. Ya no puedo reaccionar, estoy vencido, sólo así busco el olvido en mi eterno trasnochar.  Es inútil dar la vuelta en el camino, tendré que seguir el sino de mi vida que se va. Pero hermano, yo te estoy agradecido, ya lo ves, mi buen amigo, no hay remedio pa'mi mal.",,
3551,Trasnoche de ilusión,,Rubén Garello,"Temblor, que nos unió a los dos en el abrazo tan querido. Temor de no llegar a ver un nuevo amanecer, unidos. Pasión que nos borró la voz, hechizo que encendió los labios. Amor que nos prestó el amor, trasnoche de ilusión, canción.  El sol vuelve a brillar y se despierta la ciudad, la noche huyó y no me dijo adiós, tan solo me dejó su hechizo cruel. Y aquel temblor que nos unió, aquella voz, aquel amor, pasó y dejó su nueva soledad, con su trasnoche de ilusión.  Tu voz, la calle me robó en el adiós sin despedida. Fugaz caricia que se fue, cuando el amanecer nacía. Visión que trajo al corazón su nueva soledad perdida. Amor que se llevó el amor, trasnoche de ilusión, canción.",,
3552,Traviesa,,Mario Battistella,"Soy la paica de san Telmo, la más taita y retrechera mis amigas, las chismosas, me cuerean sin cesar, porque dicen que yo tengo aserrín en la sesera y que soy una fulera que no sé ni caminar. También dicen esas rantes que soy fea y mal hablada, que con este cuerpecito a nadie puedo engrupir. Mas si piensan ensillarme, van muertas en la parada, porque a mí nada me importa de lo que puedan decir.  ¡Traviesa! Me dicen las chismosas al pasar. ¡Milonga! ¿Qué quieren? No lo puedo remediar. La vida me encanta, el tango y la milonga es mi placer. ¡Paciencia, chismosas! ¡Pues que le vachaché!  Una noche en el bailongo de la parda doña Juana, pelechada la francesa mi gavión me presentó. Era cosa de raíces, pues mis humos de bacana a todito el avispero rantifuso alborotó. El chamuyo a la sordina cada vez iba aumentando, hasta que rompió la orquesta con un tango compadrón. Y al quebrarme en sus compases se me fueron achicando como se achica el churrasco al rescoldo del fogón.",,
3553,Traviesa [b],,Javier Leone,"Mezcla rara de muñeca y wing derecho, que por Palermo salís a coquetear, sos el fruto natural de una cultura que se atreve a desafiar lo Natural.  Entre encaje, purpurina y silicona, en tu pecho, late un corazón, tan humano, como el de cualquier persona, más juzgado que el de un pecador.  Te dicen Traviesa, porque andás por la banquina, renegando con tu hombría, a contramano y sin pudor.  Condena, cumple aquel que te critica, desde una celda vacía, sin espejo y sin amor.  ¿Qué importa, si esa gente sigue hablando? No conoce tu pasado, no comprende tu dolor.  ¡No hay pecado! No has mentido ni robado, no has herido ni has matado, por ser fiel a lo que sos.",,
3554,Trece,1913,Ángel Villoldo,"¡Qué lindo es bailar un tango dormilón, gozar, soñar, vivir, sentir las vibraciones del corazón!  Cuando con dolor me balanceo al compás, no sé lo que me pasa, siento un goce sin igual.  Cuando embelesado voy en los brazos de mi bien rebosa mi pecho de pasión y de placer y el grato vaivén de esta danza me hace muy feliz y es El trece voluptuoso el que me gusta a mí.  Es el tango para bailar una danza muy singular que el alma nos enajena y de emociones nos llena.  Es el tango mi gran pasión y palpita mi corazón cuando bailo con un criollo buen pierna y se hamaca mi corazón.",,
3555,Trenzas,1945,Homero Expósito,"Trenzas, seda dulce de tus trenzas, luna en sombra de tu piel y de tu ausencia. Trenzas que me ataron en el yugo de tu amor, yugo casi de blando de tu risa y de tu voz... Fina caridad de mi rutina, me encontré tu corazón en una esquina... Trenzas de color de mate amargo que endulzaron mi letargo gris.  ¿Adónde fue tu amor de flor silvestre? ¿Adónde, adónde fue después de amarte? Tal vez mi corazón tenía que perderte y así mi soledad se agranda por buscarte. ¡Y estoy llorando así cansado de llorar, trenzado a tu vivir con trenzas de ansiedad... sin ti! ¡Por qué tendré que amar y al fin partir!  Pena, vieja angustia de mi pena, frase trunca de tu voz que me encadena... Pena que me llena de palabras sin rencor, llama que te llama con la llama del amor. Trenzas, seda dulce de tus trenzas, luna en sombra de tu piel y de tu ausencia, trenzas, nudo atroz de cuero crudo que me ataron a tu mudo adiós...",,
3556,Trenzas negras,,José María Aguilar,"Tanto han cantado a las melenas, rubias y negras a la garzón porque la moda ha tenido el poder, de seducir a la mujer... Por unas trenzas suaves y bellas, sólo por ellas cambié opinión porque en sus lazos se quedó preso mi sensible corazón...  Y en la negrura de sus guedejas dejé mis quejas, y mi ilusión y me imagino que con sus lazos forman los brazos de mi pasión.  Yo sé que tu cabeza ostenta como un manto como en un nimbo santo sus luces de esplendor como la noche oscura que tiene sus querellas con la luz de una estrella radiante de fulgor y así triunfa el reflejo de la argentada luna con la noche de bruma que tienes en tu ser y al enhebrar un rayo de luz en tu cabeza le presta su belleza le cede su arrebol.",,
3557,Tres Almas,2009,Marta Pizzo,"Fue el deseo pasión enamorada entre locos vestidos de esperanza; dos lágrimas de miel, la misma almohada y un sueño que alumbró la luna mansa.  La noche se acunó sobre una oleada de besos ofrecidos sin medida, abrazos a granel, la piel aliada en gotas de sudor humedecida.  La cama se hizo nido de repente; dos vidas en retoño amalgamadas. Perfume a corazón temblando a dúo el sumo del amor en sus miradas.  Supieron de semilla floreciente gestada en lo profundo del anhelo, futura bella flor prendida al vientre brotada como tímido arroyuelo.  Una siesta a la vera del camino, torbellino de dudas encendidas, montañas de alegrías y pesares pintadas a su cruz de buscavidas.  Sobre aquel lecho tibio y venturoso, después de amarse al filo de la pena, rodearon un milagro delicioso… Tres Almas asomaron a la escena.",,
3558,Tres amigos,1944,Enrique Cadícamo,"De mis páginas vividas, siempre llevo un gran recuerdo mi emoción no las olvida, pasa el tiempo y más me acuerdo. Tres amigos siempre fuimos en aquella juventud... Era el trío más mentado que pudo haber caminado por esas calles del sur.  ¿Dónde andarás, Pancho Alsina? ¿Dónde andarás, Balmaceda? Yo los espero en la esquina de Suárez y Necochea... Hoy... ninguno acude a mi cita. Ya... mi vida toma el desvío. Hoy... la guardia vieja me grita: ""¿Quién... ha dispersado aquel trío?"" Pero yo igual los recuerdo mis dos amigos de ayer...  Una vez, allá en Portones, me salvaron de la muerte. Nunca faltan encontrones cuando un pobre se divierte. Y otra vez, allá en Barracas, esa deuda les pagué... Siempre juntos nos veían... Esa amistad nos tenía atados siempre a los tres.",,
3559,Tres esperanzas,1933,Enrique Santos Discépolo,"No doy un paso más, alma otaria que hay en mí, me siento destrozao, ¡murámonos aquí! Pa' qué seguir así, padeciendo a lo fakir, si el mundo sigue igual... si el sol vuelve a salir... La gente me ha engañao desde el día en que nací. Los hombres se han burlao, la vieja la perdí... No ves que estoy en yanta, y bandeao por ser un gil... Cachá el bufoso... y chau... ¡vamo a dormir!  Tres esperanzas tuve en mi vida, dos eran blancas y una punzó... Una mi madre, vieja y vencida, otra la gente, y otra un amor.  Tres esperanzas tuve en mi vida dos me engañaron, y una murió...  No tengo ni rencor, ni veneno, ni maldad Son ganas de olvidar, ¡terror al porvenir! Me he vuelto pa' mirar y el pasao me ha hecho reír... ¡Las cosas que he soñao, me cache en dié, qué gil! Plantate aquí nomás, alma otaria que hay en mí. Con tres pa' qué pedir, más vale no jugar... Si a un paso del adiós no hay un beso para mí cachá el bufoso... y chau...¡vamo a dormir!",,
3560,Tres esquinas,1941,Enrique Cadícamo,"Yo soy del barrio de Tres Esquinas, viejo baluarte de un arrabal donde florecen como glicinas las lindas pibas de delantal. Donde en la noche tibia y serena su antiguo aroma vuelca el malvón y bajo el cielo de luna llena duermen las chatas del corralón.  Soy de ese barrio de humilde rango, yo soy el tango sentimental. Soy de ese barrio que toma mate bajo la sombra que da el parrral. En sus ochavas compadrié de mozo, tiré la daga por un loco amor, quemé en los ojos de una maleva la ardiente ceba de mi pasión.  Nada hay más lindo ni más cmpadre que mi suburbio murmurador, con los chimentos de las comadres y los piropos del Picaflor. Vieja barriada que fue estandarte de mis arrojos de juventud... Yo soy del barrio que vive aparte en este siglo de Neo-Lux.",,
3561,Trío de la Guardia Vieja,,Teddy Peiró,"Un fueye que al llorar nos entra a chamuyar en el oído. La flauta, así al pasar, desgrana ecos de ayer entre sus trinos. La viola se hace acorde en los reflejos, con el sabor añejo de aquellos patios viejos donde crecí. Se luce el bandoneón con una variación que lo deschava, ""El Flauta"" entra a soplar toda una procesión de notas bravas. La viola desparrama en bordoneos, recuerdos orilleros de aquellos bailes reos de mi ilusión... Un patio, flauta y guitarra y un bandoneón que al rezongar le da un levante al corazón.  ¡Trío de la Guardia Vieja!... De farras y serenatas. De bailongo en las esquinas bajo una luna de plata. Llevo clavada tu queja para siempre en mis entrañas, bandoneón, flauta y guitarra, ¡Trío de la Guardia Vieja!  El trío está en el bar, es hora de escabiar y cigarrillo. Tres Grappas pa'empezar y luego continuar con el tintillo. Cubriendo el intervalo una victrola, que va cumpliendo piola, con una púa sola su obligación. Ahí están otra vez, ya listos pa'empezar los musiqueros. Se largan al compás de un tango bien canyengue y milonguero. El fueye se hace trizas sincopando. La flauta armonizando y la viola apoyando con emoción... Un patio, flauta y guitarra y en su latir el corazón lleva el compás del bandoneón...",,
3562,Triqui-Traca,,Cátulo Castillo,"Se apagó su alharaca porteña con el último piano tristón; una tarde lejana y trigueña, por las eses de aquel callejón... y un perfume de menta y de albahaca y una mano cerrando el portón, y un pesado rodar, triqui, traca, llorón, que se fue por las calles de Dios...  Triqui, traca, traca con su perfume de albahaca... triqui, traca, traca, lejana está la barraca. Triste, lo espera en la esquina, la vieja neblina y el viejo farol... su paso de caracol... triqui, traca, traca...  Era un poco del loco extramuro que se hamaca en la tarde perdiz, con las casas bajitas y el muro, y un silencio vestido de gris... ya no grita vendiendo su albahaca, ya no saca en la faca su voz, ya no está como ayer, su alharaca feliz, que se fue por las calles de Dios.",,
3563,Triste comedia,1949,Oscar Rubens,"Cuando anoche yo la vi con otro fue tan enorme mi sufrimiento, que no supe lo que hacer, llorar o comprender, que acaso nunca me has querido. Ocultándome, doblé la esquina, y en mi tristeza pensé en locuras. Sólo ansiaba nuevamente verla y gritarle mi rencor por su traición.  Y hoy, que la tengo en mis brazos besándome como siempre, al ver que miente otra vez que miente como ayer, callé. Es que no puedo, ¡la quiero! Y, aunque me engañe, prefiero seguir viviendo esta comedia ante el miedo de perderla y enloquecer.  Y sentí que el corazón lloraba, avergonzado de ser tan flojo. Y sentí dentro de mí deseos de partir y ahogar mi voz que fue cobarde. Pero nada al corazón detiene, cuando se quiere como la quiero. Y las ansias de gritar quedaba en mi garganta sin brotar ante el amor.",,
3564,Triste espejismo,,Mario Iaquinandi,"Colgada de la noche, con el gusto amargo del último tango, viajás hasta el silencio que alquilás a medias con tu soledad. Detrás quedó la risa frágil del licor y un préstamo de piel a cambio del barniz que pueda camuflar tu vida sin color, para poder seguir.  Princesa desteñida de acunar ensueños que no se cumplieron. Te ve la madrugada regresar a un mundo que te queda mal. Y allí, sin arrugar la seda ni el rencor, te desnudás la vida muerta de morir y en cinco miligramos procurás olvidos con olor a fin.  Todo fue un triste espejismo: la magia, los duendes y el hombre soñado. Alguien pasó por tu lado quemando tu joven manera de amar. Protagonista de un cuento, de un breve momento que ya terminó. Hoy, con los sueños gastados, vendés el pecado de tu corazón.  Ayer, por la mañana de tu adolescencia caminó la vida. Tramando fantasías sobre el rojo vivo de tu voluntad. Abierta en el misterio loco de crecer erraste, mariposa, tu destino azul quemándote las alas en la llamarada que forjó tu cruz.  Hoy tiembla tu silencio de muchacha oscura sobre la rutina. De un último lenguaje que de mano en mano te conjuga mal. Ya es tarde para odiar la turbia condición de hacer con la verdad cometas de papel, ya está tarde para andar buscando sin hallar lo que no pudo ser.",,
3565,Triste paica,,Homero Manzi,"Un patio de conventillo bajo la parra fulera y una viola milonguera que esgunfia con su estribillo un compadre estilizado salido de los versos de Carlos de la Púa y un lunfardo remanyado, bacán de la ganzúa por pura vocación.  Sobre el viejo patio'e ladrillo paran dos pibes un bolón y el encargao del conventillo tira la bronca con razón. Sí pegás de repe no vale, dice el rebolo cascador, porque los pibes del suburbio nunca la ganan a traición.  Cien pasiones se prendieron en la antorcha de sus ojos y en sus lindos labios rojos y en las crenchas de su pelo, porque, igual que los gorriones, sus veinte primaveras sangraban en canciones, en el patio proletario, perfumado de diosma, de orégano y clavel.  ¡Sobre el viejo patio'e ladrillo tuvo el lunfardo su ilusión y la pebeta del conventillo con su prontuario fue una flor; pero, enceguecido de celos, el otro taita compadrón, sin la nobleza de los pibes, vino de repe y lo mató.",,
3566,Triste regreso,,Francisco García Jiménez,"Placer me parecías la esencia de la vida. Mi juventud te he dado, placer. Y para qué... Adiós ruidosa fiesta, me has vuelto un hombre triste, que amarga fueron todas las bocas que besé. Adiós comparsa loca, pierrots y colombinas, soy un desengañado, la vida es algo más y lejos de esa noche de vicio y de mentira quiero purificarme de sol y de verdad.  Vuelvo a mi hogar arrepentido buscando el calor del nido que un mal día desdeñé. Tarde apercibo mi locura y aquel nido de ventura no será el que encontraré.  Mi hogar es una escena dolorosa y sombría que se clava en mis ojos al llegar a su umbral, una cama rodean los míos y sollozan, la vida de mi madre apagándose está. Madre... más que sentirlo se adivina en mis labios llego junto a su lecho transido de dolor. Madre... perdón... y ella en mis brazos crispados expira tiernamente y entrega su alma a Dios.",,
3567,Tristeza marina,1943,Horacio Sanguinetti,"Tú quieres más el mar, me dijo con dolor y el cristal de su voz se quebró. Recuerdo su mirar con luz de anochecer y esta frase como una obsesión: ""Tienes que elegir entre tu mar y mi amor"". Yo le dije: ""No"" y ella dijo: ""Adiós"". Su nombre era Margó, llevaba boina azul y en su pecho colgaba una cruz.  Mar... Mar, hermano mío... Mar... En tu inmensidad hundo con mi barco carbonero mi destino prisionero y mi triste soledad. Mar... Yo no tengo a nadie. Mar... Ya ni tengo amor. Sé que cuando al puerto llegue un día esperando no estará Margó.  Mi pena es tempestad que azota el corazón con el viento feroz del dolor. Jamás la olvidaré y siempre escucharé sus palabras como una obsesión: ""Tienes que elegir entre tu mar y mi amor"". Triste, dije: ""No"" y escuché su adiós... Su nombre era Margó, llevaba boina azul y en su pecho colgaba una cruz.",,
